id,size,Relative Time (s),time_spent,access_type
8695,1.1053123474121094,43387,0,2
8696,0.0010967254638671875,43389,0,2
8697,1244.607165336609,43389,0,2
8698,1964.4701137542725,43391,0,2
8679,346.29011249542236,43391,0,1
719,0.092041015625,43391,0,1
8699,14355.318489074707,43392,0,2
7293,0.0005340576171875,43392,0,1
8700,113619.1644525528,43402,0,2
8701,1636.8510723114014,43402,0,2
8702,1.399674415588379,43404,0,2
2778,0.0010175704956054688,43405,0,1
470,0.0,43406,0,1
719,0.092041015625,43408,0,1
8703,85.42950630187988,43408,0,2
8684,2480681.6697616577,43409,0,1
719,0.092041015625,43410,0,1
8667,20.105260848999023,43412,0,1
8658,0.03420734405517578,43413,0,1
8663,2786.914171218872,43414,0,1
8663,2786.914171218872,43414,0,1
8704,79145.07937145233,43416,0,2
30,9.5367431640625e-07,43416,0,1
8704,79145.07937145233,43421,0,1
8705,0.001361846923828125,43422,0,2
470,0.0,43422,0,1
8706,36.64444065093994,43427,0,2
8707,2.3333492279052734,43427,0,2
297,16.21246337890625,43427,0,1
470,0.0,43430,0,1
7293,0.0005340576171875,43435,0,1
8708,3062.8125371932983,43445,0,2
8709,380.4048767089844,43447,0,2
8655,0.025434494018554688,43451,0,1
8710,1.400273323059082,43451,0,2
1347,0.00222015380859375,43452,0,1
8711,0.00379180908203125,43455,0,2
8712,5.805154800415039,43464,0,2
8713,47932.12145423889,43466,0,2
8714,186782.32050418854,43468,0,2
54,4.037049293518066,43472,0,1
470,0.0,43483,0,1
7293,0.0005340576171875,43483,0,1
719,0.092041015625,43493,0,1
8715,0.1677703857421875,43495,0,2
8716,638.645902633667,43497,0,2
8717,0.8815040588378906,43499,0,2
8718,13.243371963500977,43503,0,2
8719,430.6552667617798,43503,0,2
982,0.0010137557983398438,43504,0,1
8720,1392.7362442016602,43504,0,2
8721,476.6056385040283,43506,0,2
8722,1.4361810684204102,43510,0,2
470,0.0,43518,0,1
8723,0.6260242462158203,43521,0,2
7293,0.0005340576171875,43522,0,1
8724,1.3973608016967773,43522,0,2
8723,0.6260242462158203,43523,0,1
719,0.092041015625,43523,0,1
6329,0.000274658203125,43526,0,1
8725,3839.730249404907,43527,0,2
8726,0.4591407775878906,43533,0,2
8727,509.9612627029419,43537,0,2
470,0.0,43543,0,1
297,16.21246337890625,43544,0,1
8728,1826.5880765914917,43547,0,2
8729,0.05446052551269531,43555,0,2
8730,27662.429082870483,43560,0,2
8731,3.63674259185791,43561,0,2
8732,0.31212425231933594,43561,0,2
8733,186782.32023620605,43561,0,2
470,0.0,43562,0,1
470,0.0,43564,0,1
8734,1.5953702926635742,43566,0,2
8735,12.459863662719727,43566,0,2
8736,0.13061904907226562,43567,0,2
8737,55650.080595970154,43568,0,2
8694,2009.2927150726318,43569,0,1
7293,0.0005340576171875,43569,0,1
719,0.092041015625,43570,0,1
8738,97515.79651260376,43570,0,2
8739,1.325394630432129,43572,0,2
8740,0.017754554748535156,43573,0,2
8741,5.8223466873168945,43574,0,2
8742,4.296801567077637,43574,0,2
8743,24.118309020996094,43575,0,2
8647,6561.15699672699,43577,0,1
8744,67.57329273223877,43577,0,2
470,0.0,43578,0,1
8647,6561.15699672699,43581,0,1
8745,56661.517121315,43583,0,2
8746,0.6208963394165039,43583,0,2
8688,33507.60207462311,43583,0,1
8747,1376.4867219924927,43590,0,2
8748,0.2596168518066406,43593,0,2
8749,0.2592353820800781,43593,0,2
8750,0.2626199722290039,43593,0,2
8751,0.2630014419555664,43594,0,2
8752,4684.754714012146,43595,0,2
8753,0.2601480484008789,43596,0,2
30,9.5367431640625e-07,43596,0,1
