id,size,Relative Time (s),time_spent,Access Type
4403,2392.410859107971,19524,0,2
4404,0.013554573059082,19524,0,2
4405,0.0174541473388671,19524,0,2
4406,4.717382431030273,19526,0,2
4407,0.0368289947509765,19527,0,2
4408,2.1552791595458984,19529,0,2
4409,0.0229034423828125,19535,0,2
2839,0.0005254745483398,19552,0,1
88,5.91278076171875e-05,19556,0,1
4410,0.0197324752807617,19571,0,2
4411,0.0794649124145507,19572,0,2
20,0.0002880096435546,19574,0,1
4412,126611.42912006378,19576,0,2
957,0.007948875427246,19576,0,2
4413,8854.734107971191,19576,0,2
47,14.015666007995604,19577,0,1
4414,0.0176000595092773,19577,0,2
122,0.0002212524414062,19585,0,1
958,1034.31041431427,19599,0,2
951,791.4830465316772,19603,0,1
4415,1.455461502075195,19605,0,2
4416,8320.604668617249,19606,0,2
959,84.49063205718994,19610,0,2
960,0.0155248641967773,19612,0,2
4417,411.4547128677368,19612,0,2
20,0.0002880096435546,19613,0,1
961,39147.86422157288,19627,0,2
600,23.179308891296387,19632,0,2
962,38.31578826904297,19641,0,2
4418,118530.656291008,19641,0,2
405,0.0505218505859375,19642,0,1
4419,36501.29776191712,19644,0,2
963,2.2052059173583984,19647,0,2
30,9.5367431640625e-07,19647,0,1
65,9.1552734375e-05,19647,0,1
4420,0.0008296966552734,19649,0,2
163,0.009918212890625,19656,0,1
4421,0.107034683227539,19662,0,2
964,0.0282764434814453,19667,0,2
4422,59120.498562812805,19669,0,2
30,9.5367431640625e-07,19674,0,1
470,0.0,19677,0,1
4423,0.0024499893188476,19678,0,2
601,0.0115699768066406,19683,0,2
4424,382.44700717926025,19691,0,2
965,0.0003013610839843,19695,0,2
4425,0.6962623596191406,19695,0,2
4426,0.027205467224121,19700,0,2
88,5.91278076171875e-05,19700,0,1
4427,134.21886253356934,19707,0,2
226,0.0013065338134765,19710,0,1
4428,8854.981994628906,19716,0,2
4429,0.5697612762451172,19723,0,2
966,1050.8727722167969,19727,0,2
869,0.0007963180541992,19727,0,1
166,0.0505218505859375,19729,0,1
163,0.009918212890625,19736,0,1
967,0.0250568389892578,19739,0,2
4430,85108.6086177826,19739,0,2
4431,0.0037860870361328,19740,0,2
54,4.037049293518066,19741,0,1
171,0.0001907348632812,19748,0,1
944,1974.7980642318728,19753,0,1
3548,0.5229473114013672,19754,0,1
153,9.1552734375e-05,19758,0,1
968,10570.84067249298,19759,0,2
417,0.0504379272460937,19768,0,1
4432,11645.916214942932,19773,0,2
4433,0.0014629364013671,19778,0,2
88,5.91278076171875e-05,19784,0,1
969,1014.9719734191896,19798,0,2
4434,1575.0713710784912,19798,0,2
4435,1448.9362773895264,19798,0,2
4436,1763.3504457473755,19798,0,2
4434,1575.0713710784912,19799,0,1
4436,1763.3504457473755,19800,0,1
4437,0.0055141448974609,19804,0,2
4435,1448.9362773895264,19809,0,1
88,5.91278076171875e-05,19810,0,1
4438,852691.860452652,19811,0,2
4439,1602655.4866819382,19813,0,2
3592,0.007211685180664,19819,0,1
4440,1593.565158843994,19836,0,2
88,5.91278076171875e-05,19844,0,1
4292,163.69624137878418,19851,0,1
4441,1.1956853866577148,19851,0,2
4443,1553.346879005432,19853,0,1
4442,1629.736358642578,19853,0,1
4443,1553.346879005432,19853,0,2
4442,1629.736358642578,19853,0,2
4444,1611.240484237671,19853,0,2
4445,1760.5643911361694,19854,0,2
4446,1582.682734489441,19854,0,2
4447,1761.44668674469,19854,0,2
4444,1611.240484237671,19855,0,1
4449,1913.506226539612,19855,0,2
4447,1761.44668674469,19855,0,1
4448,1672.684645652771,19855,0,2
4449,1913.506226539612,19856,0,1
4445,1760.5643911361694,19856,0,1
4446,1582.682734489441,19857,0,1
4450,827.4113969802856,19857,0,2
4440,1593.565158843994,19857,0,1
4448,1672.684645652771,19858,0,1
582,0.0084781646728515,19859,0,1
970,1065.9959783554075,19860,0,2
602,23.188448905944824,19864,0,2
971,39249.97118854523,19865,0,2
972,39356.460045814514,19874,0,2
4451,1046.6824493408203,19876,0,2
88,5.91278076171875e-05,19877,0,1
973,0.0002985000610351,19878,0,2
4452,59022.19319915772,19878,0,2
4201,0.0141448974609375,19883,0,1
974,39327.49071788788,19886,0,2
30,9.5367431640625e-07,19887,0,1
4453,659.1186504364014,19891,0,2
4454,5.309349060058594,19896,0,2
4455,382330.1656942368,19897,0,2
4456,1833.36323928833,19905,0,2
4457,2057.3433713912964,19905,0,2
4456,1833.36323928833,19906,0,1
4457,2057.3433713912964,19907,0,1
4458,1798.1313581466677,19908,0,2
4459,1727.0070629119873,19911,0,2
4459,1727.0070629119873,19911,0,1
4460,1644.240210533142,19911,0,2
603,11329.467540740969,19911,0,2
4458,1798.1313581466677,19912,0,1
4461,1711.1391067504885,19912,0,2
4463,1642.5341472625732,19913,0,2
4462,1492.3622550964355,19913,0,2
4460,1644.240210533142,19913,0,1
30,9.5367431640625e-07,19915,0,1
4463,1642.5341472625732,19915,0,1
4462,1492.3622550964355,19916,0,1
4464,1515.8197946548462,19916,0,2
166,0.0505218505859375,19917,0,1
4465,1582.4316864013672,19917,0,2
4461,1711.1391067504885,19917,0,1
4464,1515.8197946548462,19918,0,1
4465,1582.4316864013672,19918,0,1
4466,1911.537854194641,19919,0,2
604,28.35163116455078,19926,0,2
4467,108.13083744049072,19926,0,2
4468,1621.8117656707764,19927,0,2
4469,0.0024614334106445,19933,0,2
4470,129.2058629989624,19934,0,2
88,5.91278076171875e-05,19938,0,1
605,0.0131788253784179,19940,0,2
975,59.56599235534668,19950,0,2
4229,14402.952602386476,19954,0,1
4471,25178.58173942566,19956,0,2
4472,55649.8989610672,19957,0,2
4473,1678.9446659088137,19959,0,2
4474,1602.3174438476562,19960,0,2
4475,2208.3244915008545,19961,0,2
4473,1678.9446659088137,19961,0,1
4476,0.001112937927246,19963,0,2
4474,1602.3174438476562,19963,0,1
179,14.015666007995604,19963,0,1
4477,1566.2624740600586,19964,0,2
4478,1474.100154876709,19964,0,2
4466,1911.537854194641,19965,0,1
4478,1474.100154876709,19966,0,1
4475,2208.3244915008545,19966,0,1
4468,1621.8117656707764,19968,0,1
405,0.0505218505859375,19969,0,1
4477,1566.2624740600586,19969,0,1
4252,0.0277061462402343,19972,0,1
54,4.037049293518066,19980,0,1
4479,1163.852029800415,19981,0,2
4480,8636.743404388428,19989,0,2
571,0.009918212890625,19997,0,1
4481,0.0034132003784179,20001,0,2
4482,3350.4192609786987,20003,0,2
606,8583.472705841064,20043,0,2
4483,0.0009174346923828,20045,0,2
202,0.00018310546875,20049,0,1
203,8.392333984375e-05,20049,0,1
976,0.0005817413330078,20050,0,2
4484,2754.637272834778,20061,0,2
4485,9471.509799957275,20068,0,2
4218,153.1817798614502,20071,0,1
4218,153.1817798614502,20071,0,1
4486,273.2476587295532,20072,0,2
4218,153.1817798614502,20073,0,1
88,5.91278076171875e-05,20081,0,1
4488,0.0115518569946289,20106,0,2
4487,0.0016508102416992,20106,0,2
4489,0.00213623046875,20107,0,2
4490,0.0149602890014648,20108,0,2
4491,211.27029514312744,20108,0,2
4493,900.8833303451538,20110,0,2
4492,1.0787343978881836,20110,0,2
4494,0.0636911392211914,20110,0,2
4495,0.0490837097167968,20111,0,2
4496,1.945268630981445,20113,0,2
4497,2675.4292182922363,20116,0,2
4498,5.562542915344238,20119,0,2
417,0.0504379272460937,20120,0,1
4499,92.35645580291748,20122,0,2
30,9.5367431640625e-07,20128,0,1
88,5.91278076171875e-05,20139,0,1
4500,4656.646143913269,20145,0,2
951,791.4830465316772,20152,0,1
30,9.5367431640625e-07,20154,0,1
4501,2857737.6602716446,20156,0,2
4502,28.41341209411621,20159,0,2
977,39582.53552913666,20159,0,2
166,0.0505218505859375,20161,0,1
4503,0.4511775970458984,20164,0,2
4504,0.0036373138427734,20166,0,2
4505,0.0062417984008789,20171,0,2
4506,7.864406585693359,20177,0,2
4507,0.3060407638549804,20181,0,2
88,5.91278076171875e-05,20190,0,1
978,39.03666496276856,20194,0,2
