ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
155,124.400002,1.062090,0.165867,3.532006,9,6,1.059426,0.178736,7.683438
156,2.300000,0.019637,0.003067,0.065302,9,6,0.019587,0.003305,0.142057
157,188.600006,1.610210,0.251467,5.348276,9,6,1.606172,0.270977,11.947291
158,184.800003,1.577767,0.246400,5.240516,9,6,1.573810,0.265517,11.706572
159,133.800003,1.142344,0.178400,3.798894,9,6,1.139479,0.192241,8.264019
160,2.200000,0.018783,0.002933,0.062463,9,6,0.018736,0.003161,0.135881
161,67.099998,0.572880,0.089467,1.916962,9,6,0.571443,0.096408,4.285367
162,74.199997,0.633497,0.098933,2.119800,9,6,0.631908,0.106609,4.738811
163,50.299999,0.429446,0.067067,1.437007,9,6,0.428369,0.072270,3.212428
164,146.800003,1.253334,0.195733,4.167995,9,6,1.250191,0.210920,9.066951
165,67.400002,0.575441,0.089867,1.925533,9,6,0.573998,0.096839,4.304526
166,80.699997,0.688992,0.107600,2.291261,9,6,0.687264,0.115948,4.984352
167,73.800003,0.630082,0.098400,2.108372,9,6,0.628502,0.106034,4.713265
168,2.400000,0.020490,0.003200,0.068565,9,6,0.020439,0.003448,0.153277
169,149.300003,1.274679,0.199067,4.238975,9,6,1.271482,0.214511,9.221361
170,154.199997,1.316513,0.205600,4.372768,9,6,1.313211,0.221552,9.768146
171,184.000000,1.570937,0.245333,5.217830,9,6,1.566997,0.264368,11.655894
172,134.600006,1.149174,0.179467,3.821608,9,6,1.146292,0.193391,8.313431
173,2.300000,0.019637,0.003067,0.065302,9,6,0.019587,0.003305,0.142057
174,2.500000,0.021344,0.003333,0.070981,9,6,0.021291,0.003592,0.154410
175,139.399994,1.190155,0.185867,3.957891,9,6,1.187170,0.200287,8.609897
176,140.699997,1.201254,0.187600,3.994801,9,6,1.198242,0.202155,8.690190
177,116.099998,0.991227,0.154800,3.296350,9,6,0.988741,0.166810,7.170797
178,213.199997,1.820237,0.284267,6.045876,9,6,1.815672,0.306322,13.505633
179,132.199997,1.128684,0.176267,3.753466,9,6,1.125853,0.189943,8.165197
180,2.400000,0.020490,0.003200,0.068142,9,6,0.020439,0.003448,0.148234
181,185.600006,1.584597,0.247467,5.263202,9,6,1.580623,0.266667,11.757250
182,185.800003,1.586305,0.247733,5.268874,9,6,1.582326,0.266954,11.769919
183,236.699997,2.020873,0.315600,6.712284,9,6,2.015805,0.340086,14.994294
184,73.599998,0.628375,0.098133,2.102659,9,6,0.626799,0.105747,4.700491
185,58.299999,0.497748,0.077733,1.665557,9,6,0.496500,0.083764,3.723351
186,78.099998,0.666794,0.104133,2.217441,9,6,0.665122,0.112213,4.823766
187,149.600006,1.277240,0.199467,4.247493,9,6,1.274037,0.214943,9.239890
188,128.800003,1.099656,0.171733,3.656933,9,6,1.096898,0.185057,7.955199
189,86.599998,0.739365,0.115467,2.458776,9,6,0.737510,0.124425,5.348760
190,50.200001,0.428593,0.066933,1.434150,9,6,0.427518,0.072126,3.206042
191,144.699997,1.235405,0.192933,4.108370,9,6,1.232307,0.207902,8.937246
192,70.000000,0.597639,0.093333,1.999811,9,6,0.596140,0.100575,4.470576
193,159.699997,1.363471,0.212933,4.528736,9,6,1.360051,0.229454,10.116555
194,189.800003,1.620455,0.253067,5.382305,9,6,1.616391,0.272701,12.023308
195,132.399994,1.130391,0.176533,3.759145,9,6,1.127556,0.190230,8.177549
196,2.100000,0.017929,0.002800,0.059624,9,6,0.017884,0.003017,0.129704
197,2.400000,0.020490,0.003200,0.068142,9,6,0.020439,0.003448,0.148234
198,246.100006,2.101128,0.328133,6.978847,9,6,2.095858,0.353592,15.589758
199,123.300003,1.052698,0.164400,3.500775,9,6,1.050058,0.177155,7.615498
200,139.100006,1.187594,0.185467,3.949374,9,6,1.184616,0.199856,8.591368
201,190.699997,1.628139,0.254267,5.407827,9,6,1.624056,0.273994,12.080320
202,2.400000,0.020490,0.003200,0.068059,9,6,0.020439,0.003448,0.152033
203,138.000000,1.178202,0.184000,3.918142,9,6,1.175248,0.198276,8.523428
204,2.200000,0.018783,0.002933,0.062463,9,6,0.018736,0.003161,0.135881
205,116.300003,0.992934,0.155067,3.302028,9,6,0.990444,0.167098,7.183150
206,214.300003,1.829629,0.285733,6.077070,9,6,1.825040,0.307902,13.575316
207,183.899994,1.570083,0.245200,5.214994,9,6,1.566145,0.264224,11.649559
208,56.299999,0.480672,0.075067,1.608420,9,6,0.479467,0.080891,3.595621
209,161.500000,1.378838,0.215333,4.579780,9,6,1.375380,0.232040,10.230581
210,73.699997,0.629228,0.098267,2.105515,9,6,0.627650,0.105891,4.706878
211,49.500000,0.422616,0.066000,1.414152,9,6,0.421556,0.071121,3.161336
212,133.800003,1.142344,0.178400,3.798894,9,6,1.139479,0.192241,8.264019
213,86.800003,0.741072,0.115733,2.464455,9,6,0.739214,0.124713,5.361113
214,146.000000,1.246504,0.194667,4.145281,9,6,1.243378,0.209770,9.017539
215,133.500000,1.139783,0.178000,3.790376,9,6,1.136924,0.191810,8.245490
216,2.400000,0.020490,0.003200,0.068142,9,6,0.020439,0.003448,0.148234
217,143.899994,1.228575,0.191867,4.085657,9,6,1.225494,0.206753,8.887835
218,69.000000,0.589101,0.092000,1.971242,9,6,0.587624,0.099138,4.406711
219,153.100006,1.307122,0.204133,4.341575,9,6,1.303844,0.219971,9.698464
220,181.300003,1.547885,0.241733,5.141264,9,6,1.544003,0.260489,11.484856
221,178.000000,1.519710,0.237333,5.047683,9,6,1.515899,0.255747,11.275810
222,2.200000,0.018783,0.002933,0.062387,9,6,0.018736,0.003161,0.139364
223,133.899994,1.143198,0.178533,3.801733,9,6,1.140331,0.192385,8.270195
224,250.000000,2.134425,0.333333,7.089442,9,6,2.129072,0.359195,15.836812
225,146.100006,1.247358,0.194800,4.148120,9,6,1.244230,0.209914,9.023716
226,212.600006,1.815115,0.283467,6.028862,9,6,1.810563,0.305460,13.467625
227,118.300003,1.010010,0.157733,3.358813,9,6,1.007477,0.169971,7.306678
228,183.300003,1.564960,0.244400,5.197979,9,6,1.561035,0.263362,11.611551
229,140.699997,1.201254,0.187600,3.994801,9,6,1.198242,0.202155,8.690190
230,2.500000,0.021344,0.003333,0.070981,9,6,0.021291,0.003592,0.154410
231,2.300000,0.019637,0.003067,0.065302,9,6,0.019587,0.003305,0.142057
232,163.199997,1.393352,0.217600,4.627988,9,6,1.389858,0.234483,10.338271
233,73.099998,0.624106,0.097467,2.088374,9,6,0.622541,0.105029,4.668559
234,65.099998,0.555804,0.086800,1.859824,9,6,0.554410,0.093534,4.157636
235,149.399994,1.275532,0.199200,4.241814,9,6,1.272333,0.214655,9.227537
236,127.099998,1.085142,0.169467,3.608665,9,6,1.082420,0.182615,7.850200
237,87.800003,0.749610,0.117067,2.492847,9,6,0.747730,0.126149,5.422877
238,50.299999,0.429446,0.067067,1.437007,9,6,0.428369,0.072270,3.212428
239,2.400000,0.020490,0.003200,0.068565,9,6,0.020439,0.003448,0.153277
240,159.600006,1.362617,0.212800,4.525900,9,6,1.359199,0.229310,10.110221
241,164.399994,1.403598,0.219200,4.662017,9,6,1.400078,0.236207,10.414287
242,182.600006,1.558984,0.243467,5.178129,9,6,1.555074,0.262356,11.567208
243,191.800003,1.637531,0.255733,5.439020,9,6,1.633424,0.275575,12.150002
244,135.100006,1.153443,0.180133,3.835804,9,6,1.150550,0.194109,8.344313
245,2.200000,0.018783,0.002933,0.062463,9,6,0.018736,0.003161,0.135881
246,66.099998,0.564342,0.088133,1.888393,9,6,0.562927,0.094971,4.221501
247,134.699997,1.150028,0.179600,3.824447,9,6,1.147144,0.193534,8.319606
248,128.600006,1.097948,0.171467,3.651254,9,6,1.095195,0.184770,7.942847
249,212.800003,1.816822,0.283733,6.034533,9,6,1.812266,0.305747,13.480295
250,130.100006,1.110755,0.173467,3.693843,9,6,1.107969,0.186925,8.035493
251,2.400000,0.020490,0.003200,0.068142,9,6,0.020439,0.003448,0.148234
252,183.699997,1.568375,0.244933,5.209322,9,6,1.564442,0.263937,11.636889
253,138.399994,1.181618,0.184533,3.929499,9,6,1.178654,0.198851,8.548133
254,2.400000,0.020490,0.003200,0.068142,9,6,0.020439,0.003448,0.148234
255,245.800003,2.098566,0.327733,6.970340,9,6,2.093303,0.353161,15.570754
256,74.500000,0.636059,0.099333,2.128370,9,6,0.634463,0.107040,4.757970
257,63.200001,0.539583,0.084267,1.805544,9,6,0.538229,0.090805,4.036292
258,178.199997,1.521418,0.237600,5.053354,9,6,1.517602,0.256034,11.288480
259,147.899994,1.262726,0.197200,4.199226,9,6,1.259559,0.212500,9.134891
260,134.000000,1.144052,0.178667,3.804573,9,6,1.141182,0.192529,8.276372
261,87.599998,0.747902,0.116800,2.487168,9,6,0.746027,0.125862,5.410524
262,49.299999,0.420909,0.065733,1.408438,9,6,0.419853,0.070833,3.148563
263,131.399994,1.121854,0.175200,3.730752,9,6,1.119040,0.188793,8.115785
264,2.300000,0.019637,0.003067,0.065302,9,6,0.019587,0.003305,0.142057
265,135.800003,1.159420,0.181067,3.855679,9,6,1.156512,0.195115,8.387547
266,65.400002,0.558366,0.087200,1.868395,9,6,0.556965,0.093966,4.176796
267,161.300003,1.377131,0.215067,4.574108,9,6,1.373677,0.231753,10.217911
268,179.899994,1.535932,0.239867,5.101563,9,6,1.532080,0.258477,11.396170
269,2.300000,0.019637,0.003067,0.065223,9,6,0.019587,0.003305,0.145699
270,188.899994,1.612771,0.251867,5.356783,9,6,1.608727,0.271408,11.966295
271,253.399994,2.163453,0.337867,7.185859,9,6,2.158027,0.364080,16.052192
272,149.199997,1.273825,0.198933,4.236136,9,6,1.270630,0.214368,9.215184
273,135.399994,1.156004,0.180533,3.844322,9,6,1.153105,0.194540,8.362841
274,136.000000,1.161127,0.181333,3.861357,9,6,1.158215,0.195402,8.399900
275,206.500000,1.763035,0.275333,5.855879,9,6,1.758613,0.296695,13.081207
276,119.000000,1.015986,0.158667,3.378688,9,6,1.013438,0.170977,7.349912
277,2.500000,0.021344,0.003333,0.070981,9,6,0.021291,0.003592,0.154410
278,183.600006,1.567522,0.244800,5.206487,9,6,1.563590,0.263793,11.630555
279,2.700000,0.023052,0.003600,0.076566,9,6,0.022994,0.003879,0.171038
280,73.900002,0.630936,0.098533,2.111229,9,6,0.629354,0.106178,4.719651
281,65.400002,0.558366,0.087200,1.868395,9,6,0.556965,0.093966,4.176796
282,182.600006,1.558984,0.243467,5.178129,9,6,1.555074,0.262356,11.567208
283,50.700001,0.432861,0.067600,1.448435,9,6,0.431776,0.072845,3.237975
284,135.300003,1.155151,0.180400,3.841483,9,6,1.152254,0.194397,8.356665
285,89.300003,0.762417,0.119067,2.535435,9,6,0.760504,0.128305,5.515523
286,152.899994,1.305414,0.203867,4.335903,9,6,1.302140,0.219684,9.685794
287,153.899994,1.313952,0.205200,4.364261,9,6,1.310657,0.221121,9.749141
288,125.000000,1.067212,0.166667,3.549042,9,6,1.064536,0.179598,7.720496
