ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
321,352.184845,2.914345,0.524085,10.041578,9,6,2.719890,0.441334,21.625467
322,768.811584,6.361949,1.144065,21.920538,9,6,5.937459,0.963423,47.207907
323,13.174064,0.109016,0.019604,0.377461,9,6,0.101742,0.016509,0.820549
324,315.776215,2.613062,0.469905,9.003486,9,6,2.438710,0.395710,19.389841
325,640.781616,5.302496,0.953544,18.270117,9,6,4.948696,0.802984,39.346388
326,638.264038,5.281663,0.949798,18.198336,9,6,4.929253,0.799830,39.191800
327,628.074036,5.197340,0.934634,17.907796,9,6,4.850556,0.787060,38.566095
328,55.424110,0.458637,0.082476,1.583397,9,6,0.428035,0.069454,3.539682
329,544.983215,4.509760,0.810987,15.538691,9,6,4.208854,0.682936,33.464008
330,807.050720,6.678380,1.200968,23.010822,9,6,6.232777,1.011342,49.555933
331,728.266541,6.026437,1.083730,20.764508,9,6,5.624334,0.912615,44.718290
332,668.083191,5.528417,0.994171,19.048546,9,6,5.159543,0.837197,41.022807
333,492.739136,4.077438,0.733243,14.049095,9,6,3.805378,0.617468,30.256026
334,620.877625,5.137789,0.923925,17.702610,9,6,4.794979,0.778042,38.124209
335,154.947540,1.282198,0.230577,4.393967,9,6,1.196645,0.194170,9.815500
336,325.263092,2.691566,0.484022,9.273978,9,6,2.511976,0.407598,19.972371
337,672.964417,5.568810,1.001435,19.187721,9,6,5.197241,0.843314,41.322533
338,723.697449,5.988628,1.076931,20.634233,9,6,5.589047,0.906889,44.437731
