ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
176776,225.992233,1.652969,0.342412,4.665683,7,6,1.524658,0.336298,14.318063
176777,93.126228,0.614671,0.138581,1.915674,7,6,0.566533,0.116700,5.739130
176778,181.031982,1.159706,0.230908,3.611901,8,7,1.070337,0.194449,12.293914
176779,547.309814,3.572180,0.552838,10.255056,10,9,3.360847,0.542966,41.528116
176780,744.236084,6.215154,1.127630,18.347307,8,6,5.941608,1.107494,45.736948
176781,826.879150,6.938836,1.073869,23.009589,10,7,6.528330,1.054693,54.734433
176782,99.261162,0.715731,0.221565,2.171763,5,4,0.636962,0.186581,5.229832
176783,662.757202,4.866392,0.753133,15.430390,10,8,4.578493,0.739684,47.079220
176784,681.535095,4.448241,0.688419,12.770063,10,9,4.185080,0.676126,51.712701
176785,572.568176,3.833331,0.650646,11.120657,9,8,3.604606,0.639027,40.701894
176786,752.575500,6.315309,0.977371,20.941939,10,7,5.941692,0.959918,49.815977
176787,869.713074,7.298280,1.129497,24.201530,10,7,6.866510,1.109328,57.569781
176788,427.346497,2.789204,0.431663,8.007279,10,9,2.624193,0.423955,32.425684
176789,737.494568,4.813477,0.744944,13.818587,10,9,4.528709,0.731641,55.958726
176790,810.032776,6.797468,1.051991,22.540804,10,7,6.395325,1.033205,53.619304
176791,454.144775,3.408198,0.688098,11.195820,8,6,3.269975,0.675811,27.909418
176792,844.583191,6.201476,0.959754,19.663684,10,8,5.834592,0.942615,59.995301
176793,49.003731,0.329570,0.087507,1.060814,6,5,0.296116,0.073690,2.896384
176794,355.727051,2.377947,0.404235,6.909078,9,8,2.222182,0.397017,25.287407
176795,862.705139,5.630701,0.871419,16.164683,10,9,5.297585,0.855858,65.459303
176796,484.555542,3.162595,0.489450,9.079217,10,9,2.975494,0.480710,36.766523
176797,347.720490,2.524028,0.517441,8.572192,8,6,2.344510,0.435740,21.369125
176798,538.132385,4.002920,0.815352,13.266328,8,6,3.842736,0.800792,33.070867
176799,673.202515,4.328202,0.874289,13.536503,8,7,4.115836,0.858677,44.630832
176800,671.153259,4.428671,0.762674,13.035417,9,8,4.143000,0.749055,47.709967
176801,476.541016,3.998940,0.618884,13.260720,10,7,3.762360,0.607833,31.544153
176802,819.911865,7.307876,1.242291,23.377522,9,6,6.829183,1.220107,50.345656
