ID,Size,Total_Transfer_Time,Transfer_Time_Parralelized,Chunking_Time,N,K,Total_Read_Time,Read_Time_Parralelized,Reconstruct_Time
112980,842.475647,6.092772,2.568523,19.826546,3,2,5.600737,2.477870,35.674661
112981,237.768860,3.418706,1.080768,6.485367,4,2,3.195040,1.061468,10.732144
112982,748.692139,7.929239,2.228250,20.509204,4,2,7.719306,2.202036,31.665099
112983,805.337036,8.159921,3.660623,18.952538,3,2,7.937758,3.595255,34.102025
112984,534.595276,4.622908,2.386586,12.580990,3,2,3.991381,2.009757,22.637456
112985,594.274841,7.407279,2.653013,16.279193,4,2,6.904763,2.234116,25.134191
112986,199.088821,1.853905,0.515774,5.430333,4,2,1.713903,0.492794,8.986248
112987,798.982666,12.086072,3.631739,24.970665,5,2,11.811097,3.566887,33.751212
112988,258.750000,1.849518,0.770089,6.059850,3,2,1.667755,0.761029,11.680356
112989,798.735718,7.088958,3.565784,18.797185,3,2,6.099488,3.002766,33.822492
112990,313.405518,2.638033,0.955505,7.375583,3,2,2.555847,0.921781,13.271168
112991,496.195221,6.204754,2.255433,13.592461,4,2,6.018436,2.215157,20.986023
112992,433.339722,3.462687,1.321158,10.198075,3,2,3.409259,1.274529,18.349786
112993,450.344208,3.996906,2.010465,10.598253,3,2,3.439021,1.693023,19.069841
112994,802.355591,7.495321,3.647071,18.882373,3,2,7.391509,3.581945,33.975776
112995,811.849976,6.579991,2.416220,19.105811,3,2,6.367451,2.387794,34.377816
112996,763.594055,9.105099,3.408902,20.917417,4,2,8.076996,2.870654,32.295359
112997,540.649719,5.050558,2.457499,12.723473,3,2,4.980606,2.413615,22.893831
112998,784.685181,6.359822,2.335373,18.466524,3,2,6.154394,2.307898,33.227522
112999,746.192566,7.569859,3.331217,17.560651,3,2,6.973974,2.805235,31.597550
113000,728.884827,8.105932,3.313113,19.966614,4,2,7.612318,3.253950,30.827371
113001,794.391357,6.438490,2.364260,18.694946,3,2,6.230520,2.336445,33.638530
113002,767.006226,10.980729,3.424135,23.971303,5,2,9.856285,2.883482,32.400440
113003,819.586853,10.214972,3.725395,22.451249,4,2,10.106891,3.658870,34.663512
113004,160.600693,1.328334,0.489636,3.761222,3,2,1.290854,0.472355,7.249752
113005,26.958828,0.238163,0.120352,0.633017,3,2,0.200625,0.101349,1.189357
113006,817.110901,11.860102,3.647817,25.537229,5,2,10.645799,3.071845,34.516998
113007,834.263306,10.276318,3.792106,22.853287,4,2,10.139167,3.724390,35.284236
113008,783.217590,7.513430,3.496507,18.431986,3,2,6.783729,2.944427,33.165376
113009,788.153748,5.879405,2.402908,18.548152,3,2,5.373795,2.318099,33.374398
113010,536.631104,5.013017,2.439232,12.628900,3,2,4.943586,2.395675,22.723663
113011,128.911438,1.594749,0.575497,3.493326,4,2,1.472721,0.484629,5.648386
113012,807.802917,9.926396,2.404175,25.246325,5,2,9.330053,2.375891,34.123804
113013,310.005341,3.095893,1.409115,7.295564,3,2,3.000290,1.383952,13.127187
113014,207.107758,2.411008,0.941399,4.850404,3,2,2.251093,0.924588,9.349149
113015,808.691406,10.138556,3.610229,22.152786,4,2,9.396028,3.040193,34.202701
113016,103.574493,1.041930,0.470793,2.401669,3,2,1.020876,0.462386,4.531151
113017,554.523499,4.943847,2.520561,13.049974,3,2,4.517588,2.475551,23.481317
113018,782.875244,6.198890,2.329986,18.423929,3,2,6.159196,2.302574,33.150880
